model_code,risk_factor_code,score
agricultural_inputs_farming_activity_small_model,regulatory,45
agricultural_inputs_farming_activity_small_model,demand,100
agricultural_inputs_farming_activity_small_model,location,60
agricultural_inputs_farming_activity_small_model,staff,50
agricultural_inputs_farming_activity_small_model,technology,40
agricultural_inputs_farming_activity_small_model,financial,55
agricultural_inputs_farming_activity_small_model,reputation,45
agricultural_inputs_farming_activity_medium_model,competition,60
agricultural_inputs_farming_activity_medium_model,regulatory,40
agricultural_inputs_farming_activity_medium_model,demand,95
agricultural_inputs_farming_activity_medium_model,location,55
agricultural_inputs_farming_activity_medium_model,staff,45
agricultural_inputs_farming_activity_medium_model,technology,35
agricultural_inputs_farming_activity_medium_model,financial,50
agricultural_inputs_farming_activity_medium_model,reputation,40
agricultural_inputs_farming_activity_large_model,competition,55
agricultural_inputs_farming_activity_large_model,regulatory,35
agricultural_inputs_farming_activity_large_model,demand,90
agricultural_inputs_farming_activity_large_model,location,50
agricultural_inputs_farming_activity_large_model,staff,40
agricultural_inputs_farming_activity_large_model,technology,30
agricultural_inputs_farming_activity_large_model,financial,45
agricultural_inputs_farming_activity_large_model,reputation,35
agricultural_inputs_livestock_activity_small_model,competition,65
agricultural_inputs_livestock_activity_small_model,regulatory,45
agricultural_inputs_livestock_activity_small_model,demand,100
agricultural_inputs_livestock_activity_small_model,location,60
agricultural_inputs_livestock_activity_small_model,staff,50
agricultural_inputs_livestock_activity_small_model,technology,40
agricultural_inputs_livestock_activity_small_model,financial,55
agricultural_inputs_livestock_activity_small_model,reputation,45
agricultural_inputs_livestock_activity_medium_model,competition,60
agricultural_inputs_livestock_activity_medium_model,regulatory,40
agricultural_inputs_livestock_activity_medium_model,demand,95
agricultural_inputs_livestock_activity_medium_model,location,55
agricultural_inputs_livestock_activity_medium_model,staff,45
agricultural_inputs_livestock_activity_medium_model,technology,35
agricultural_inputs_livestock_activity_medium_model,financial,50
agricultural_inputs_livestock_activity_medium_model,reputation,40
agricultural_inputs_livestock_activity_large_model,competition,55
agricultural_inputs_livestock_activity_large_model,regulatory,35
agricultural_inputs_livestock_activity_large_model,demand,90
agricultural_inputs_livestock_activity_large_model,location,50
agricultural_inputs_livestock_activity_large_model,staff,40
agricultural_inputs_livestock_activity_large_model,technology,30
agricultural_inputs_livestock_activity_large_model,financial,45
agricultural_inputs_livestock_activity_large_model,reputation,35
agricultural_inputs_processing_activity_small_model,competition,65
agricultural_inputs_processing_activity_small_model,regulatory,45
agricultural_inputs_processing_activity_small_model,demand,100
agricultural_inputs_processing_activity_small_model,location,60
agricultural_inputs_processing_activity_small_model,staff,50
agricultural_inputs_processing_activity_small_model,technology,40
agricultural_inputs_processing_activity_small_model,financial,55
agricultural_inputs_processing_activity_small_model,reputation,45
agricultural_inputs_processing_activity_medium_model,competition,60
agricultural_inputs_processing_activity_medium_model,regulatory,40
agricultural_inputs_processing_activity_medium_model,demand,95
agricultural_inputs_processing_activity_medium_model,location,55
agricultural_inputs_processing_activity_medium_model,staff,45
agricultural_inputs_processing_activity_medium_model,technology,35
agricultural_inputs_processing_activity_medium_model,financial,50
agricultural_inputs_processing_activity_medium_model,reputation,40
agricultural_inputs_processing_activity_large_model,competition,55
agricultural_inputs_processing_activity_large_model,regulatory,35
agricultural_inputs_processing_activity_large_model,demand,90
agricultural_inputs_processing_activity_large_model,location,50
agricultural_inputs_processing_activity_large_model,staff,40
agricultural_inputs_processing_activity_large_model,technology,30
agricultural_inputs_processing_activity_large_model,financial,45
agricultural_inputs_processing_activity_large_model,reputation,35
agricultural_inputs_distribution_activity_small_model,competition,65
agricultural_inputs_distribution_activity_small_model,regulatory,45
agricultural_inputs_distribution_activity_small_model,demand,100
agricultural_inputs_distribution_activity_small_model,location,60
agricultural_inputs_distribution_activity_small_model,staff,50
agricultural_inputs_distribution_activity_small_model,technology,40
agricultural_inputs_distribution_activity_small_model,financial,55
agricultural_inputs_distribution_activity_small_model,reputation,45
agricultural_inputs_distribution_activity_medium_model,competition,60
agricultural_inputs_distribution_activity_medium_model,regulatory,40
agricultural_inputs_distribution_activity_medium_model,demand,95
agricultural_inputs_distribution_activity_medium_model,location,55
agricultural_inputs_distribution_activity_medium_model,staff,45
agricultural_inputs_distribution_activity_medium_model,technology,35
agricultural_inputs_distribution_activity_medium_model,financial,50
agricultural_inputs_distribution_activity_medium_model,reputation,40
agricultural_inputs_distribution_activity_large_model,competition,55
agricultural_inputs_distribution_activity_large_model,regulatory,35
agricultural_inputs_distribution_activity_large_model,demand,90
agricultural_inputs_distribution_activity_large_model,location,50
agricultural_inputs_distribution_activity_large_model,staff,40
agricultural_inputs_distribution_activity_large_model,technology,30
agricultural_inputs_distribution_activity_large_model,financial,45
agricultural_inputs_distribution_activity_large_model,reputation,35
desertification_control_consulting_activity_small_model,competition,65
desertification_control_consulting_activity_small_model,regulatory,45
desertification_control_consulting_activity_small_model,demand,55
desertification_control_consulting_activity_small_model,location,60
desertification_control_consulting_activity_small_model,staff,50
desertification_control_consulting_activity_small_model,technology,40
desertification_control_consulting_activity_small_model,financial,55
desertification_control_consulting_activity_small_model,reputation,45
desertification_control_consulting_activity_medium_model,competition,60
desertification_control_consulting_activity_medium_model,regulatory,40
desertification_control_consulting_activity_medium_model,demand,50
desertification_control_consulting_activity_medium_model,location,55
desertification_control_consulting_activity_medium_model,staff,45
desertification_control_consulting_activity_medium_model,technology,35
desertification_control_consulting_activity_medium_model,financial,50
desertification_control_consulting_activity_medium_model,reputation,40
desertification_control_consulting_activity_large_model,competition,55
desertification_control_consulting_activity_large_model,regulatory,35
desertification_control_consulting_activity_large_model,demand,45
desertification_control_consulting_activity_large_model,location,50
desertification_control_consulting_activity_large_model,staff,40
desertification_control_consulting_activity_large_model,technology,30
desertification_control_consulting_activity_large_model,financial,45
desertification_control_consulting_activity_large_model,reputation,35
desertification_control_maintenance_activity_small_model,competition,65
desertification_control_maintenance_activity_small_model,regulatory,45
desertification_control_maintenance_activity_small_model,demand,55
desertification_control_maintenance_activity_small_model,location,60
desertification_control_maintenance_activity_small_model,staff,50
desertification_control_maintenance_activity_small_model,technology,40
desertification_control_maintenance_activity_small_model,financial,55
desertification_control_maintenance_activity_small_model,reputation,45
desertification_control_maintenance_activity_medium_model,competition,60
desertification_control_maintenance_activity_medium_model,regulatory,40
desertification_control_maintenance_activity_medium_model,demand,50
desertification_control_maintenance_activity_medium_model,location,55
desertification_control_maintenance_activity_medium_model,staff,45
desertification_control_maintenance_activity_medium_model,technology,35
desertification_control_maintenance_activity_medium_model,financial,50
desertification_control_maintenance_activity_medium_model,reputation,40
desertification_control_maintenance_activity_large_model,competition,55
desertification_control_maintenance_activity_large_model,regulatory,35
desertification_control_maintenance_activity_large_model,demand,45
desertification_control_maintenance_activity_large_model,location,50
desertification_control_maintenance_activity_large_model,staff,40
desertification_control_maintenance_activity_large_model,technology,30
desertification_control_maintenance_activity_large_model,financial,45
desertification_control_maintenance_activity_large_model,reputation,35
desertification_control_cleaning_activity_small_model,competition,65
desertification_control_cleaning_activity_small_model,regulatory,45
desertification_control_cleaning_activity_small_model,demand,55
